Profile_Number,RadamBrasil_Source_Volume,Soil_Profile_Number,Latitude,Longitude,Map_Sheet ,Classification,Parent_Material,Horizon_Symbol,Horizon_sample_depth_initial,Horizon_sample_depth_final,Coarse_Gravel,Gravel,Coarse_Sand,Fine_Sand,Silt,Clay,SiO2,Al2O3,Fe2O3,pH_water_soil_1_1,pH_1N_KCl_soil_1_1,Carbon,Nitrogen,Organic_Matter,Comments,,,decimal degrees ,decimal degrees,Reference code and UTM zone,,,,cm,cm,%,%,%,%,%,%,%,%,%,,,%,%,%,No,Volume,No_Perfil,lat_dd,long_dd,Folha,Classificacao,Material_Originario,Horizonte,Inicial,Final,Calhau,Cascalho,Areia_Grossa,Areia_Fina,Silte,Argila,SiO2,Al2O3,Fe2O3,ph_H20,ph_KCl_1n,Carbon,Nitrogen,organic_matter,OK__field
365,4,14,-8.257222222,-49.59583333,SC22XB,Terra  Roxa Estruturada Eutrofica.,Rocha ultrabasica.,Ap,0,17,-999,-999,11,14,40,35,-999,-999,-999,5.4,4.8,0.9,0.16,-888
365,4,14,-8.257222222,-49.59583333,SC22XB,Terra  Roxa Estruturada Eutrofica.,Rocha ultrabasica.,A3,17,35,-999,-999,7,7,33,53,-999,-999,-999,5.8,4.9,0.39,0.08,-888
365,4,14,-8.257222222,-49.59583333,SC22XB,Terra  Roxa Estruturada Eutrofica.,Rocha ultrabasica.,B1,35,78,-999,-999,-777,-777,48,52,-999,-999,-999,5.8,5,0.3,0.06,-888
366,4,15,-6.986666667,-51.6725,SB22YB,Terra Roxa Estruturada Eutrofica.,Proveniente da decomposicao de rochas basicas (dique de diabasio).,A1,0,15,-999,-999,20,11,47,22,19.15,11.98,20.18,5,4.6,1.85,0.08,-888
366,4,15,-6.986666667,-51.6725,SB22YB,Terra Roxa Estruturada Eutrofica.,Proveniente da decomposicao de rochas basicas (dique de diabasio).,B1,15,50,-999,-999,16,8,44,32,11.77,16.32,22.12,5.4,4.5,0.67,0.03,-888
366,4,15,-6.986666667,-51.6725,SB22YB,Terra Roxa Estruturada Eutrofica.,Proveniente da decomposicao de rochas basicas (dique de diabasio).,B21,50,100,-999,-999,13,7,31,49,23.32,18.61,26.97,5.4,4.5,0.45,0.03,-888
366,4,15,-6.986666667,-51.6725,SB22YB,Terra Roxa Estruturada Eutrofica.,Proveniente da decomposicao de rochas basicas (dique de diabasio).,B22,100,150,-999,-999,12,7,39,42,22.46,18.1,23.09,5.6,4.8,0.34,0.02,-888
367,4,16,-6.969166667,-51.74583333,SB22YB,Terra Roxa Estruturada Similar Distrofica.,Proveniente da decomposicao de filitos.,A1,0,10,-999,-999,13,8,44,35,21.39,15.55,9.12,4.05,3.5,1.76,0.05,-888
367,4,16,-6.969166667,-51.74583333,SB22YB,Terra Roxa Estruturada Similar Distrofica.,Proveniente da decomposicao de filitos.,B1,10,40,-999,-999,9,6,40,45,26.63,18.23,9.12,4.1,3,0.64,0.03,-888
367,4,16,-6.969166667,-51.74583333,SB22YB,Terra Roxa Estruturada Similar Distrofica.,Proveniente da decomposicao de filitos.,B21,40,80,-999,-999,9,5,36,50,24.07,20.78,9.89,4.4,3.1,0.23,0.03,-888
367,4,16,-6.969166667,-51.74583333,SB22YB,Terra Roxa Estruturada Similar Distrofica.,Proveniente da decomposicao de filitos.,B22,80,160,-999,-999,11,5,36,48,18.18,19.89,9.89,4.3,3.05,0.17,0.02,-888
368,4,17,-5.876666667,-47.97305556,SB23VC,Brunizem Avermelhado.,Proveniente da decomposicao de rochas basicas.,A1,0,3,-999,-999,3,6,41,50,20.45,13.72,29.55,5.8,5.2,4.48,0.42,-888
368,4,17,-5.876666667,-47.97305556,SB23VC,Brunizem Avermelhado.,Proveniente da decomposicao de rochas basicas.,A3,3,12,-999,-999,4,7,38,51,19.71,15.22,30.82,5.7,5.1,2.26,0.25,-888
368,4,17,-5.876666667,-47.97305556,SB23VC,Brunizem Avermelhado.,Proveniente da decomposicao de rochas basicas.,B2,12,50,-999,-999,1,2,33,64,29.35,21.29,22.44,5,4.3,1.06,0.12,-888
368,4,17,-5.876666667,-47.97305556,SB23VC,Brunizem Avermelhado.,Proveniente da decomposicao de rochas basicas.,B3,50,90,-999,-999,-777,2,31,67,32.04,24.58,20.86,5.8,5.3,0.53,0.05,-888
368,4,17,-5.876666667,-47.97305556,SB23VC,Brunizem Avermelhado.,Proveniente da decomposicao de rochas basicas.,C,90,130,-999,-999,1,4,40,55,29.04,22.65,20.67,5,4,0.36,0.03,-888
369,4,18,-5.553611111,-48.57638889,SB22XD,Areias Quartzosas Distroficas.,Sedimentos arenosos.,A1,0,17,-999,-999,52,24,19,5,-999,-999,-999,4.3,3.6,1.37,0.09,-888
369,4,18,-5.553611111,-48.57638889,SB22XD,Areias Quartzosas Distroficas.,Sedimentos arenosos.,A2,17,75,-999,-999,49,25,19,7,-999,-999,-999,3.8,3.6,0.82,0.07,-888
369,4,18,-5.553611111,-48.57638889,SB22XD,Areias Quartzosas Distroficas.,Sedimentos arenosos.,C,75,145,-999,-999,50,24,13,13,-999,-999,-999,4.7,4.1,0.28,0.02,-888
370,4,19,-5.453333333,-48.24833333,SB22XD,Cambissolo Distrofico.,Filitos,A1,0,13,-999,-999,13,17,53,17,-999,-999,-999,3.9,3.5,0.87,0.11,-888
370,4,19,-5.453333333,-48.24833333,SB22XD,Cambissolo Distrofico.,Filitos,A3,13,26,-999,-999,12,16,51,21,-999,-999,-999,4,3.6,0.65,1.09,-888
370,4,19,-5.453333333,-48.24833333,SB22XD,Cambissolo Distrofico.,Filitos,(B1),26,38,-999,-999,10,18,51,21,-999,-999,-999,4.3,3.6,0.46,0.06,-888
370,4,19,-5.453333333,-48.24833333,SB22XD,Cambissolo Distrofico.,Filitos,(B2),38,70,-999,-999,11,16,55,18,-999,-999,-999,4.6,3.7,0.32,0.04,-888
370,4,19,-5.453333333,-48.24833333,SB22XD,Cambissolo Distrofico.,Filitos,C,70,83,-999,-999,10,31,47,12,-999,-999,-999,4.6,3.7,0.27,0.04,-888
371,4,20,-5.999722222,-49.04166667,SB22XD,Cambissolo Distrofico.,Proveniente da decomposicao de filitos.,A1,0,12,-999,-999,11,30,40,19,-999,-999,-999,4.3,3.8,1.01,0.14,-888,
371,4,20,-5.999722222,-49.04166667,SB22XD,Cambissolo Distrofico.,Proveniente da decomposicao de filitos.,A3,12,23,-999,-999,8,31,37,24,-999,-999,-999,4,3.6,0.76,0.1,-888,
371,4,20,-5.999722222,-49.04166667,SB22XD,Cambissolo Distrofico.,Proveniente da decomposicao de filitos.,(B1),23,40,-999,-999,9,25,40,26,-999,-999,-999,4.4,3.7,0.69,0.08,-888,
371,4,20,-5.999722222,-49.04166667,SB22XD,Cambissolo Distrofico.,Proveniente da decomposicao de filitos.,(B2),40,57,-999,-999,11,25,41,23,-999,-999,-999,4.8,3.8,0.32,0.06,-888,
371,4,20,-5.999722222,-49.04166667,SB22XD,Cambissolo Distrofico.,Proveniente da decomposicao de filitos.,C,57,130,-999,-999,2,26,65,7,-999,-999,-999,5.2,4.1,0.15,0.04,-888,
