"type","x","y","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9","wc2.1_30s_elev","pest","distriver1","distriver2","distriver3","rivtype","distlake","distshore","agpot","distblack","distclear","distwhite","npp","T_SILT","phsoil","T_GRAVEL","S_CEC_CLAY","T_PH_H2O","S_SAND","S_GRAVEL","mgs","nure","nuav","rug","nitrogen","bdod","cec","cfvo","clay","phh2o","sand","silt","soc","phos","smn30cm","smc30cm","T_C","S_C","T_OC","S_OC","AWT_S_OC","AWT_T_OC","AWC","T_CEC_CLAY","T_BULK_DEN","S_BULK_DEN"
"earthwork",-66.972,-8.8552,25.70833397,26.33333206,24.75,2051,296,23,60.40561295,844,99,513,173,11.13333321,75.22522736,65.91429901,32.59999847,17.79999924,14.79999924,25.93333435,24.81666565,143,218.5710863,587870.8001,765819.3812,47652.89576,"white",458158.1038,1056314.738,0.024,59938.10208,179291.4947,36696.65204,1056.900024,54,4,0,14,3.9,29,0,12,3,4,5.125,2.6272,1.1842,14.084,3.62,34.472,4.014,25.67,39.858,30.438,206.9999847,104,119.2149963,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-66.874,-8.8663,25.64583397,26.25,24.71666718,2023,288,23,60.54837799,833,98,502,171,10.92500019,75.34481812,64.64795685,32.40000153,17.89999962,14.50000191,25.88333321,24.75,154,209.0248939,594437.5089,772542.4353,58403.67347,"white",453781.2569,1061401.537,0.026000001,50452.57384,170251.6773,47348.75662,1056.900024,54,4,0,14,3.9,29,0,12,3,4,4,3.03,1.12,12,1,28.1,4.1,29.3,42.6,27.5,206.9999847,104,119.2149963,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-67.071,-8.9373,25.60833359,26.23333359,24.63333321,2065,303,23,60.76036453,858,98,514,174,10.94999981,74.99999237,68.01850891,32.40000153,17.79999924,14.60000229,25.86666679,24.66666603,143,225.1021333,590329.8371,751880.7335,41984.45395,"white",453143.1677,1042883.729,0.034,57984.9151,182387.8145,25479.09009,1077.699951,54,4,0,14,3.9,29,0,12,3,4,4.75,2.81,1.2,15.5,1.8,37.2,4.4,23,39.8,28.7,69,104,104.2300034,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.45,1.42
"earthwork",-66.961,-8.8,25.75,26.36666679,24.81666756,2084,298,24,59.26676559,847,107,526,177,11.11666679,75.62358856,64.91251373,32.59999847,17.89999962,14.69999886,25.98333359,24.86666679,131,219.1641725,583149.447,771438.2298,47427.92897,"white",463744.8713,1062421.166,0.024,58246.23043,182295.9947,39678.75923,1056.900024,54,4,0,14,3.9,29,0,12,3,4,4.625,2.661,1.19,17.01,2.692,33.458,4.446,26.026,40.598,29.808,206.9999847,104,119.2149963,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-67.085,-8.8474,25.63333321,26.26666641,24.66666603,2076,305,22,60.46437836,855,100,520,178,11.15000057,75.85033417,67.02554321,32.5,17.79999924,14.70000076,25.88333321,24.71666718,145,229.5217391,580857.634,758161.8541,35785.44169,"white",463081.6205,1050458.04,0.011,49981.63474,189541.3369,24954.31206,1077.699951,54,4,0,14,3.9,29,0,12,3,4,3.75,2.5,1.19,17.4,5,38.1,4.3,28.2,33.8,28.3,69,104,104.2300034,6.699,5.3193,1.61,0.51,4.235805,6.76125,1,15,1.45,1.42
"earthwork",-66.997,-8.8536,25.73333359,26.38333321,24.78333282,2063,298,23,60.37488556,848,99,518,174,11.13333321,75.22521973,66.27536774,32.70000076,17.89999962,14.80000114,25.95000076,24.83333397,134,220.98323,585912.4146,764396.1724,44822.02272,"white",459646.8129,1055344.129,0.024,57761.72574,181844.8086,34104.03219,1061.028394,54,4,0,14,3.9,29,0,12,3,4,5.125,2.7356124,1.2020228,15.1,2.959924,37.10418,4.240076,25.732856,37.162964,31.663724,187.6799868,104,117.1170973,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-67.052,-8.9392,25.58333397,26.19999886,24.61666679,2043,301,22,61.59111786,855,93,505,170,10.86666679,75.46296692,66.85578918,32.29999924,17.89999962,14.39999962,25.83333397,24.66666603,148,223.3113532,591664.9458,753335.663,44050.31822,"white",452150.8218,1043986.98,0.034,59786.97148,180349.9645,27835.28559,1077.699951,54,4,0,14,3.9,29,0,12,3,4,4.75,2.9932,1.1948,14.362,3.748,41.526,4.074,20.436,38.064,27.388,69,104,104.2300034,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.45,1.42
"earthwork",-67.201,-8.8265,25.63750076,26.25,24.64999962,2086,311,22,60.81031799,862,98,527,177,11.17500019,75.50675964,68.2616806,32.5,17.70000076,14.79999924,25.91666603,24.68333435,127,241.3602933,572617.464,748053.5696,23293.70566,"white",469696.269,1045599.255,0,39218.46746,201186.5785,13756.69004,1077.699951,54,4,0,14,3.9,29,0,12,3,4,3.5,2.98,1.18,19.9,1.6,31.5,4.2,26.5,42,27.2,69,104,104.2300034,6.6654,5.3193,1.61,0.51,4.235805,6.07002,1,15,1.39,1.42
"earthwork",-67.175,-8.6815,25.61666679,26.21666718,24.66666603,2091,309,23,60.68198013,854,99,527,180,10.94999981,76.04167175,65.82807159,32.29999924,17.89999962,14.39999962,25.88333321,24.70000076,121,244.5184094,559909.2839,755142.9002,22231.91974,"white",483813.4864,1060819.739,0,31239.44463,208790.8115,20355.68988,1077.699951,54,4,0,14,3.9,29,0,12,3,4,3.25,2.91,1.18,16.1,1.7,32.5,4.3,30.4,37.1,25.7,69,104,104.2300034,6.6654,5.3193,1.61,0.51,4.235805,6.07002,1,15,1.39,1.42
"earthwork",-67.046,-8.7862,25.59583282,26.21666718,24.64999962,2080,302,24,60.00844955,852,103,524,178,11.07500076,75.8561554,65.24285126,32.40000153,17.79999924,14.60000229,25.81666756,24.71666718,156,227.861051,577098.5975,765672.3321,37875.99687,"white",468097.1668,1058508.825,0.011,49487.20382,190425.253,31385.66918,1077.699951,54,4,0,14,3.9,29,0,12,3,4,4.5,2.7,1.17,17,1,35.2,4.4,24.6,40.2,27.7,69,104,104.2300034,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-66.969,-8.7616,25.65416718,26.28333282,24.71666718,2066,296,22,60.23559189,843,100,520,175,11.07500076,75.85616302,65.27766418,32.5,17.89999962,14.60000038,25.88333321,24.76666641,151,221.0885632,579055.6918,773835.8114,45841.91249,"white",468030.0251,1065398.294,0.024,55345.34109,185808.6582,40273.46433,1056.900024,54,4,0,14,3.9,29,0,12,3,4,4.625,2.58,1.18,19.1,6,34,4.2,34.5,31.5,31.4,206.9999847,104,119.2149963,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-66.946,-8.8654,25.75,26.36666679,24.83333397,2061,295,24,59.57754135,843,104,519,175,11.13333321,75.22521973,63.67533493,32.70000076,17.89999962,14.80000114,25.95000076,24.89999962,136,215.8193376,590273.5936,767139.5892,50818.56242,"white",456256.3403,1057108.171,0.024,56899.44692,176330.2067,39501.48029,1056.900024,54,4,0,14,3.9,29,0,12,3,4,5.125,2.64,1.19,17.4,4.9,32.9,4.4,26.2,40.9,25.8,206.9999847,104,119.2149963,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-67.063,-8.9393,25.57500076,26.18333244,24.61666679,2051,301,22,61.2058754,855,95,508,173,10.9333334,75.40229797,66.69127655,32.29999924,17.79999924,14.5,25.85000038,24.64999962,148,224.306884,590917.0297,752294.8072,42784.61508,"white",452665.5326,1043159.106,0.034,58711.70935,181591.1069,26320.9573,1077.699951,54,4,0,14,3.9,29,0,12,3,4,4.75,2.8664,1.2,15.312,2.834,40.302,4.306,22.436,37.356,23.436,69,104,104.2300034,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.45,1.42
"earthwork",-67.204,-8.8158,25.62916756,26.25,24.64999962,2090,312,23,60.62035751,861,99,530,179,11.14166737,75.28153992,67.57009888,32.5,17.70000076,14.79999924,25.88333321,24.70000076,130,242.0778884,571413.7925,748085.5898,22432.41691,"white",470926.549,1046434.626,0,38111.15648,202150.3277,13763.21539,1077.699951,54,4,0,14,3.9,29,0,12,3,4,3.5,2.87,1.14,16.1,2.4,34.2,4.1,25.2,40.6,28.3,69,104,104.2300034,6.6654,5.3193,1.61,0.51,4.235805,6.07002,1,15,1.39,1.42
"earthwork",-67.025,-8.7866,25.65833282,26.29999924,24.71666718,2070,300,23,60.43983459,848,99,521,176,11.08333397,75.91323853,66.18956757,32.5,17.89999962,14.60000038,25.89999962,24.75,142,225.8002901,578313.3264,767624.3102,40169.10757,"white",467306.7371,1059729.464,0.022,51469.76472,188611.0258,33576.62599,1077.699951,54,4,0,14,3.9,29,0,12,3,4,4.5,2.84,1.205,16.55,1.4,34.7,4.4,32.35,32.95,26.85,69,104,104.2300034,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-66.971,-8.8001,25.74583244,26.35000038,24.81666756,2084,298,24,59.33912277,848,107,526,178,11.125,75.68027496,64.36607361,32.59999847,17.89999962,14.69999886,25.98333359,24.86666679,133,220.1302734,582619.8367,770547.1836,46269.90866,"white",464019.3486,1061683.641,0.024,57271.21028,183134.0447,38511.97116,1056.900024,54,4,0,14,3.9,29,0,12,3,4,4.625,2.69,1.2,16,1.8,31.3,4.3,28.7,40,29.7,206.9999847,104,119.2149963,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-67,-8.8433,25.66250038,26.29999924,24.71666718,2057,299,22,60.63677597,848,98,514,174,11.14166641,75.28153229,65.71717834,32.59999847,17.79999924,14.79999924,25.88333321,24.78333282,147,221.5891286,585130.8162,764854.8945,44397.70875,"white",460462.531,1055914.439,0.024,57161.14062,182490.1763,34096.83422,1077.699951,54,4,0,14,3.9,29,0,12,3,4,5.125,2.94,1.19,15.1,3,34.9,4.2,29.5,35.6,29.7,137.9999924,104,111.7224999,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-67.076,-8.8292,25.62083244,26.26666641,24.64999962,2083,304,22,60.01111603,855,103,525,177,11.17500019,75.50675964,67.60371399,32.5,17.70000076,14.79999924,25.86666679,24.70000076,151,229.2981748,579588.4527,760323.4069,35981.8974,"white",464659.4685,1052698.04,0.011,49472.81116,189994.3393,26547.16186,1077.699951,54,4,0,14,3.9,29,0,12,3,4,4.5,2.64,1.2,19.4,4.6,38.9,4.2,23.6,37.4,34.9,69,104,104.2300034,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.45,1.42
"earthwork",-67.04,-8.7939,25.64166641,26.26666641,24.70000076,2078,301,22,60.14640045,850,101,526,175,11.11666679,75.62358093,65.91429901,32.5,17.79999924,14.70000076,25.88333321,24.73333359,147,227.0215929,577849.8112,765829.178,38452.75785,"white",467379.9929,1058253.128,0.011,50193.70625,189686.5749,31620.32025,1077.699951,54,4,0,14,3.9,29,0,12,3,4,4.5,2.798,1.177,16.65,1.7,33.03,4.33,25.37,41.53,31.76,69,104,104.2300034,9.5922,5.3193,2.19,0.51,4.235805,6.76125,1,15,1.46,1.49
"earthwork",-67.176,-8.7199,25.57916641,26.14999962,24.66666603,2074,309,23,61.22257614,853,97,520,178,10.9416666,75.98379517,63.69168472,32.29999924,17.89999962,14.39999962,25.83333397,24.68333244,130,243.1231887,563589.1579,754200.8271,22808.60097,"white",479819.5662,1057105.645,0,33450.49229,206164.3145,21231.06236,1077.699951,54,4,0,14,3.9,29,0,12,3,4,3.25,2.79,1.17,13.6,2,30.9,4.1,31.1,38,35.2,69,104,104.2300034,6.6654,5.3193,1.61,0.51,4.235805,6.07002,1,15,1.39,1.42
"earthwork",-63.776,-13.7176,25.95000076,26.83333397,24.53333282,1424,235,14,69.7024765,660,57,490,98,10.90000057,69.42675018,95.3939209,33,17.29999924,15.70000076,26.36666679,24.71666718,152,100.9992145,1028725.266,821627.7633,122758.6907,"clear",16307.29503,873972.4859,0.130999997,558749.7316,302.7976573,10910.64374,745.5,41,5.8,1,9,4.9,33,1,9,1,2,3.125,2.23,1.26,12.9,3.6,23.1,5.2,50.7,26.3,23.5,321.8891602,112,117.8050003,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-63.639,-13.6432,25.96249962,26.83333206,24.58333397,1424,235,14,69.8916626,661,58,492,96,10.9416666,68.81550598,92.78823853,33.20000076,17.29999924,15.90000153,26.35000038,24.76666641,152,108.9289917,1020071.891,814616.7921,109788.5732,"clear",32118.70274,890654.0986,0.130999997,547785.259,11387.67081,25579.89323,745.5,41,5.8,1,9,4.9,33,1,9,1,2,0.75,2.5551,1.2246,11.201,4.033,21.303,5.309,53.186,25.265,22.693,321.8891602,112,117.8050003,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-67.665,-10.5935,25.625,26.38333321,24.38333321,1696,235,42,49.25539398,668,159,431,177,10.61666679,70.30905151,86.8776474,32.5,17.39999962,15.10000038,26.01666641,24.43333435,206,207.0951148,733627.7324,578279.2625,98386.19334,"white",316879.2236,852935.253,0.066,156764.792,108722.5236,12007.56464,989.2000122,35,5.2,0,8,5,37,1,11,2,3,5,2.7,1.25,14.5,3.3,23.8,4.6,43.6,32.6,26.5,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.715,1,12,1.4,1.36
"earthwork",-67.63,-10.6211,25.52499962,26.26666641,24.31666565,1676,236,40,50.79951096,669,149,523,171,10.36666679,70.52153778,84.19406128,32.20000076,17.5,14.70000076,25.89999962,24.36666679,224,211.8989295,737619.4754,579473.7657,95272.13036,"white",312325.1635,852331.6778,0.066,156734.8518,104733.321,7622.918703,989.2000122,35,5.2,0,8,5,37,1,11,2,3,5,2.88,1.16,12.6,7.9,25.4,4.8,34.7,39.9,30,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.715,1,12,1.4,1.36
"earthwork",-67.67,-10.6349,25.66250038,26.41666603,24.43333435,1674,237,39,51.22352982,669,147,524,167,10.42500019,70.4391861,85.17695618,32.40000153,17.60000038,14.80000114,26.04999924,24.5,189,214.4360631,737723.8761,574977.1133,93915.3684,"white",313444.9513,848671.8222,0.066,160738.8862,104679.5388,7487.724627,989.2000122,35,5.2,0,8,5,37,1,11,2,3,5.875,2.77,1.21,11.8,3.5,25.5,4.6,38.8,35.7,25.8,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.715,1,12,1.4,1.36
"earthwork",-67.696,-10.6077,25.55833435,26.31666756,24.33333397,1685,235,41,50.03570175,668,155,523,172,10.55000019,69.86753845,85.5153656,32.40000153,17.29999924,15.10000229,25.93333435,24.38333321,215,209.7107494,734031.7166,574595.2631,97125.95313,"white",317463.4792,849870.2584,0.066,160148.3472,108446.5397,10216.108,989.2000122,35,5.2,0,13,5,37,1,11,2,3,5.875,2.787448,1.23,11.7,4.6,23.776616,4.557448,39.42552,36.797864,26.285104,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.715,1,15,1.4,1.36
"earthwork",-67.727,-10.6017,25.53333282,26.28333282,24.29999924,1693,236,42,49.69864655,670,157,431,173,10.46666718,70.24608612,85.39568329,32.29999924,17.39999962,14.89999962,25.89999962,24.36666679,215,208.7710702,732142.796,572582.3878,98420.11628,"white",320054.1264,849057.8363,0.066,161539.5705,110524.8729,11335.91898,989.2000122,35,5.2,0,13,5,37,1,11,2,3,5.875,2.6265096,1.2665096,13.5,5.106632,24.530192,4.6,42.309424,33.160384,26.441536,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.63655,1,15,1.4,1.36
"earthwork",-67.726,-10.5995,25.54166603,26.29999924,24.31666565,1692,236,41,49.58666611,668,157,524,173,10.39999962,69.79866028,85.35577393,32.29999924,17.39999962,14.89999962,25.93333435,24.36666679,207,208.3859529,732120.6658,572617.5532,98447.20133,"white",320067.2857,849094.3432,0.066,161503.0273,110544.5242,11361.20314,989.2000122,35,5.2,0,13,5,37,1,11,2,3,5.875,2.624628,1.264628,13.5,4.78676,24.49256,4.6,42.42232,33.08512,26.14048,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.63655,1,15,1.4,1.36
"earthwork",-67.714,-10.5971,25.54166603,26.28333282,24.31666565,1691,235,42,49.37544632,667,159,431,175,10.44999981,70.13423157,84.74114227,32.29999924,17.39999962,14.89999962,25.91666794,24.38333321,211,207.9231371,732237.2073,573889.8157,98598.79187,"white",319571.2939,850043.8448,0.066,160376.5718,110323.4271,11491.30307,989.2000122,35,5.2,0,13,5,37,1,11,2,3,5.875,2.66,1.25,23.6,3.4,25.2,4.6,42.9,31.9,26.3,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.63655,1,15,1.4,1.36
"earthwork",-67.649,-10.5978,25.60416603,26.35000038,24.38333321,1693,235,42,49.55254745,669,158,525,175,10.50833321,70.05554962,84.54314423,32.40000153,17.39999962,15.00000191,25.96666718,24.44999886,202,207.7952777,734644.1016,579367.468,97786.55402,"white",315519.7545,853385.2637,0.066,156059.0254,107697.1692,10743.82224,989.2000122,35,5.2,0,8,5,37,1,11,2,3,5,2.68,1.24,11.9,5,26,4.5,40.6,33.5,24.1,297.1404114,104,100.4219971,5.22,4.76,1.16,0.5,4.18642,5.715,1,12,1.4,1.36
"earthwork",-66.756,-9.9896,26.05833244,26.75,25.04999924,1820,267,18,60.66540909,777,87,460,149,10.26666641,72.30046844,70.51220703,32.70000076,18.5,14.20000076,26.26666641,25.13333321,142,205.6488097,709518.6225,698059.78,117807.3332,"white",331308.5448,961268.7962,0.112499997,57266.15502,111550.1621,941.543788,1013.400024,35,5.2,0,7,5,36,1,11,2,3,4.75,2.64,1.12,13.1,4.9,26.9,4.2,29.4,43.7,25.7,69,104,67.43160248,7.2,5.3193,2,0.51,4.73704,6.76125,1,12,1.42,1.34
"earthwork",-63.687,-13.2733,25.87916565,26.70000076,24.64999962,1421,236,10,71.50457001,663,48,334,89,10.875,70.61688232,83.02406311,33,17.60000038,15.39999962,26.13333321,24.85000038,162,126.9959945,979058.6512,843450.014,74253.29576,"clear",52017.7026,912276.1153,0.130999997,508362.8987,1689.600535,31395.21364,833,41,5.8,1,9,4.9,33,1,9,1,2,1.5,2.14,1.19,12.6,7,22.9,5.2,51.7,25.4,21.6,321.8891602,112,117.5319977,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-69.105,-11.2863,25.01666641,25.88333321,23.53333282,1652,233,24,60.46938324,691,95,553,95,10.76666641,69.91342163,102.4990768,31.79999924,16.39999962,15.39999962,25.64999962,23.53333282,268,276.4155073,773191.0883,409117.4952,126957.4741,"white",347924.0626,703373.8951,0.032500001,220995.3047,128779.3852,96523.08809,1045.900024,31,4.9,0,14,4.7,41,0,11,2,3,5.375,2.38,1.23,14.7,2.1,18.3,4.7,43.3,38.4,28.1,297.1404114,104,102.8880005,3.5856,4.088,0.83,0.4,3.7856,3.77544,1,9,1.46,1.46
"earthwork",-63.774,-13.1916,25.98749924,26.79999924,24.76666641,1435,237,10,70.61735535,665,50,340,92,10.9416666,70.1388855,82.24476624,33.20000076,17.60000038,15.60000038,26.25,24.96666718,145,131.9997357,970187.9444,842640.9523,71328.20775,"clear",54734.23507,910860.9457,0.130999997,501461.3557,3022.890813,26327.50064,833,41,5.8,1,9,4.9,33,1,9,1,2,2.5,1.93,1.33,13.1,3.1,26.5,5.1,49.9,23.7,23.5,321.8891602,112,117.5319977,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-67.914,-9.7166,25.09583282,25.78333282,23.86666679,1740,228,48,45.38437653,672,187,522,207,10.6916666,71.75615692,84.99888611,31.79999924,16.89999962,14.89999962,25.54999924,23.88333321,161,245.7409943,632509.1974,625205.2273,75647.17201,"white",414408.1617,920065.4438,0.066,102926.7874,209919.7173,32116.66544,1056.300049,43,4.5,0,20,4.6,20,1,11,3,3,4.875,3.2446,1.1954,12.828,3.346,27.336,4.882,19.646,53,35.04,206.9999847,104,63.56439972,3.942,4.76,0.9,0.5,4.18642,4.33653,1,20,1.29,1.36
"earthwork",-67.918,-9.6964,25.07083321,25.75,23.83333397,1748,231,47,45.9353714,678,186,525,207,10.79166698,71.94444275,85.31915283,31.89999962,16.89999962,15,25.53333282,23.85000038,166,247.312462,630230.4437,626651.224,73373.47147,"white",416583.202,921839.257,0.066,101265.1649,212212.1961,34382.62236,1056.300049,43,4.5,0,20,4.6,20,1,11,3,3,4.625,3.08,1.22,12.7,3.8,29.9,4.7,18.9,51.2,33.5,206.9999847,104,63.56439972,3.942,4.76,0.9,0.5,4.18642,4.33653,1,20,1.29,1.36
"earthwork",-67.918,-9.7188,25.0625,25.75,23.83333397,1738,227,49,45.03827286,669,189,522,209,10.60833359,71.67793274,84.93647766,31.79999924,17,14.79999924,25.51666641,23.85000038,163,245.798846,632548.3767,624976.0786,75684.68205,"white",414409.2123,919855.6068,0.066,102830.5625,209872.8599,32086.84099,1056.300049,43,4.5,0,20,4.6,20,1,11,3,3,4.625,3.2302,1.2098,12.636,3.202,27.432,4.834,19.502,53,36.48,206.9999847,104,63.56439972,3.942,4.76,0.9,0.5,4.18642,4.33653,1,20,1.29,1.36
"earthwork",-63.701,-13.3295,25.98749924,26.83333206,24.75,1430,236,11,70.31761932,661,51,342,93,10.97500038,69.4620285,84.02177429,33.29999924,17.5,15.79999924,26.21666718,24.94999886,144,119.5111383,985342.7312,841112.9925,80613.8171,"clear",45976.97793,906782.4493,0.130999997,514828.6187,4574.656239,27584.53421,833,41,5.8,1,9,4.9,33,1,9,1,2,1.5,1.77,1.3,10,4.2,22.9,5.2,51.3,25.5,22.7,321.8891602,112,117.5319977,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-63.684,-13.3445,25.96666718,26.79999924,24.71666718,1437,236,12,69.55636597,661,54,347,95,10.98333359,69.51477051,84.10851288,33.29999924,17.5,15.79999924,26.21666718,24.93333244,147,118.8877981,986977.375,838312.7134,80973.61887,"clear",46356.7065,907514.8285,0.130999997,516067.1621,5949.039154,29341.60614,833,41,5.8,1,9,4.9,33,1,9,1,2,0.75,2.06,1.3,13.7,5.9,27.6,5.1,49.1,23.3,24.8,321.8891602,112,117.5319977,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-63.594,-13.3405,25.94166565,26.73333359,24.66666794,1443,237,12,70.15743256,667,54,348,94,10.85000038,70.00000763,85.30247498,33.09999847,17.60000038,15.49999809,26.25,24.86666679,155,125.3990026,986406.6439,830906.7164,76433.60998,"clear",53950.08544,915384.5438,0.130999997,513804.683,3408.442386,38973.30779,833,41,5.8,1,9,4.9,33,1,9,1,2,0.75,1.75,1.2,11.8,2.5,23.8,5.5,49.1,27.1,30.7,321.8891602,112,117.5319977,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-63.708,-13.2471,25.89583397,26.70000076,24.68333435,1422,237,10,71.17086792,663,49,334,91,10.875,70.61688232,81.94950867,33,17.60000038,15.39999962,26.16666603,24.86666679,155,128.8421344,976187.3782,847042.5595,72897.60224,"clear",52976.39118,912378.3915,0.130999997,505968.3491,3005.130956,30427.91318,833,41,5.8,1,9,4.9,33,1,9,1,2,2.625,1.89,1.29,9.7,6.1,23.2,4.9,49.4,27.3,21.9,321.8891602,112,117.5319977,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-63.302,-13.3192,26.01250076,26.81666565,24.71666718,1458,242,10,71.42782593,680,48,357,92,11.00833416,69.67300415,87.51946259,33.29999924,17.5,15.79999924,26.36666679,24.88333321,141,151.5590902,984311.3498,807794.6941,62940.53344,"clear",80843.78764,941690.4642,0.129999995,506788.9246,5504.959282,69455.64546,858,23,5.3,1,9,5,58,1,9,2,2,0.625,1.69,1.26,15.9,2.5,21.6,5.3,48.1,30.3,35.3,545.8120117,112,58.82360077,4.089,5.6322,0.94,0.54,4.62105,4.69272,1,4,1.37,1.37
"earthwork",-63.694,-13.2556,25.88333321,26.68333435,24.66666603,1421,237,10,71.43767548,663,48,334,89,10.86666679,70.56277466,82.0568924,33,17.60000038,15.39999962,26.14999962,24.85000038,158,128.6519999,977102.9452,845265.587,72984.01763,"clear",53103.88601,912943.9302,0.130999997,506585.3715,2630.046548,31409.6193,833,41,5.8,1,9,4.9,33,1,9,1,2,1.5,2.2,1.18,9.9,7,24.1,5,50.2,25.6,20.6,321.8891602,112,117.5319977,8.631,6.9678,2.1,0.79,4.62105,5.994825,1,0,1.37,1.26
"earthwork",-67.56,-10.4157,25.44583321,26.18333435,24.25,1679,225,45,47.32574463,655,169,513,184,10.47500038,70.77702332,82.72238159,32.20000076,17.39999962,14.80000114,25.78333282,24.33333397,231,193.5902549,718696.062,599739.1124,114260.1358,"white",327589.969,875841.9852,0.094000001,134076.1918,124625.4898,21064.77138,1024.900024,35,5.2,0,13,5,37,1,11,2,3,6.625,3.23,1.21,13.9,6,28.9,4.8,35.7,35.4,30.6,206.9999847,104,67.51599884,5.22,4.76,1.16,0.5,4.18642,5.715,1,15,1.4,1.36
"earthwork",-67.603,-10.4658,25.50416756,26.25,24.28333282,1661,227,42,48.63489151,654,161,510,177,10.34166718,70.35147095,84.59688568,32.20000076,17.5,14.70000076,25.88333321,24.34999847,206,191.6623202,722407.0872,592622.5118,110889.5928,"white",325215.7857,868749.5765,0.094000001,141307.8823,120309.2824,21109.7662,1024.900024,35,5.2,0,13,5,37,1,11,2,3,4.75,2.9,1.23,13.15,3.45,25.85,4.65,34.95,39.2,30,206.9999847,104,67.51599884,5.22,4.76,1.16,0.5,4.18642,5.715,1,15,1.4,1.36
"earthwork",-67.567,-10.4388,25.53333282,26.25,24.33333397,1691,227,44,47.22127914,658,170,431,184,10.4333334,70.49549866,82.96586609,32.29999924,17.5,14.79999924,25.89999962,24.39999962,210,192.5623843,720870.146,597507.9823,112137.6909,"white",325759.1734,873219.1131,0.094000001,136563.6742,122275.9875,19889.55203,1024.900024,35,5.2,0,13,5,37,1,11,2,3,5.125,3.04,1.24,14,5.3,28.3,4.7,37.5,34.2,27.6,206.9999847,104,67.51599884,5.22,4.76,1.16,0.5,4.18642,5.715,1,15,1.4,1.36
"earthwork",-67.581,-10.45,25.47083282,26.18333435,24.26666641,1675,228,43,48.32941437,657,162,424,178,10.35833359,69.98873138,83.05142975,32.20000076,17.39999962,14.80000114,25.83333397,24.33333206,221,192.1899918,721545.2451,595532.324,111556.4782,"white",325470.3805,871388.5926,0.094000001,138493.4789,121406.0259,20383.09648,1024.900024,35,5.2,0,13,5,37,1,11,2,3,5.125,3.05,1.24,13.2,7.4,24,4.8,35.4,40.6,29.5,206.9999847,104,67.51599884,5.22,4.76,1.16,0.5,4.18642,5.715,1,15,1.4,1.36
