"type","x","y","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9","wc2.1_30s_elev","pest","distriver1","distriver2","distriver3","rivtype","distlake","distshore","agpot","distblack","distclear","distwhite","npp","T_SILT","phsoil","T_GRAVEL","S_CEC_CLAY","T_PH_H2O","S_SAND","S_GRAVEL","mgs","nure","nuav","rug","nitrogen","bdod","cec","cfvo","clay","phh2o","sand","silt","soc","phos","smn30cm","smc30cm","T_C","S_C","T_OC","S_OC","AWT_S_OC","AWT_T_OC","AWC","T_CEC_CLAY","T_BULK_DEN","S_BULK_DEN"
"ADE",-49.78291226,-3.10230133,26.53750038,27.01666641,25.91666794,2431,439,40,76.45413971,1242,148,152,1182,9.408332825,87.11420441,43.22901154,32.29999924,21.5,10.79999924,26.05000114,26.83333206,35,155.5196339,11039.17824,80201.66592,325007.8505,"clear",10988.41565,49093.42968,0.0425,588330.5768,13951.75562,279510.1398,1035.599976,5,4.8,0,4,4.8,40,0,11,3,3,3.375,2.64,1.09,11.8,7.6,34.7,4.5,42.9,22.4,28.7,69,104,87.48220062,4.2924,4.6991,0.98,0.49,5.57914,4.91436,1,9,1.37,1.37
"ADE",-49.12498926,-2.821377202,26.54166603,27.03333282,25.93333435,2382,424,49,73.86069489,1199,172,209,1151,9.216666222,87.77779388,43.05560684,32.09999847,21.60000038,10.49999809,26.05000114,26.78333282,20,155.5998683,59509.08595,127751.887,403929.8865,"clear",59521.07291,49477.48496,0.049000001,657557.2217,51977.95055,253812.6493,1065.199951,3,4.8,0,3,5.2,69,0,12,3,3,4,3.1,1.1,11.8,4.5,34.4,4.7,39.9,25.6,34.8,69,104,109.2610016,4.2924,3.8591,0.98,0.37,3.89417,4.58094,1,8,1.46,1.49
"ADE",-49.54793976,-3.476866834,26.80416679,27.33333397,26.10000038,2406,429,37,76.78236389,1231,132,148,1176,9.758333206,86.35693359,48.35750961,32.79999924,21.5,11.29999924,26.26666641,27.16666794,33,137.1496315,8626.299039,41325.53546,342582.8063,"clear",8586.467639,89892.04211,0,620994.3929,6647.947719,327682.2963,1035.599976,5,4.8,0,3,4.8,40,0,11,3,3,4.625,3.04,1.09,13.8,8.2,34.8,4.6,46.4,18.8,39.6,69,104,87.48220062,4.2924,4.6991,0.98,0.49,4.56596,4.91436,1,8,1.37,1.37
"ADE",-49.50094526,-4.600563347,26.33333397,26.98333359,25.51666641,1901,354,26,76.92272186,961,91,140,961,10.01666641,81.43631744,57.81370926,33,20.70000076,12.29999924,25.51666641,26.86666679,123,76.01192429,89669.48799,3060.682455,354629.2035,"clear",89680.03499,214817.9459,0,661240.4244,5865.188336,429041.9576,1061.900024,19,4,0,2,3.7,16,0,10,3,3,14.125,2.34,1.08,11.3,4.5,28.6,4.8,44.9,26.5,28.5,116.9999924,105,92.53780365,6.432,7.812,1.6,0.9,4.56596,5.47479,1,3,1.34,1.24
"ADE",-49.97089026,-4.553742659,26.13333321,26.64999962,25.43333435,1951,362,28,75.67605591,981,98,143,973,9.933333397,82.09365845,48.35161209,32.5,20.39999962,12.10000038,25.61666679,26.5,125,111.4819261,87310.9185,49541.56387,302767.5726,"clear",87295.9364,211613.9595,0.0045,611000.6347,53278.9584,396094.52,1061.900024,19,4,0,2,3.7,16,0,10,3,3,12.875,2.53,1.09,11.1,4,32.8,4.5,42.4,24.8,30.5,116.9999924,104,92.53780365,6.432,7.812,1.6,0.9,4.56596,5.47479,1,3,1.34,1.24
"ADE",-49.07799476,-5.021949539,26.63750076,27.34999847,25.83333397,1820,335,26,73.21839905,897,96,164,897,10.8083334,76.11502838,59.85301971,34.29999924,20.10000038,14.19999886,25.83333397,27.21666718,127,78.08675428,150466.717,28807.4807,412558.6813,"clear",150486.5017,268625.6749,0.0095,722587.9784,28072.05118,494467.3134,1013.599976,19,4,0,2,3.7,16,0,10,3,3,5,2.83,1.14,12,6.8,27,4.4,41.3,31.7,30.1,116.9999924,106,106.7789993,6.432,7.812,1.6,0.9,4.56596,5.47479,1,3,1.34,1.24
"ADE",-48.56105525,-5.115590915,26.42499924,27.11666679,25.68333435,1697,319,21,75.20140076,848,82,151,848,11.11666679,75.11261749,56.10460663,34.29999924,19.5,14.79999924,25.68333435,26.93333435,134,74.85876072,191575.0681,10426.34146,470346.0867,"clear",191603.5382,296208.6349,0.01,779403.3486,10334.25135,513490.1521,993.2999878,17,4.3,0,2,4.1,16,0,10,3,3,6,2.37,1.17,10.6,6.7,24.8,5,42,33.2,26.5,116.9999924,106,177.3339996,6.402,4.9532,1.6,0.61,4.56232,5.47479,1,3,1.34,1.24
"ADE",-48.46706625,-5.490156419,26.29583359,26.96666718,25.64999962,1613,304,19,75.06031036,804,72,147,804,11.05833244,74.2170105,51.49837112,34.09999847,19.20000076,14.89999771,25.64999962,26.71666718,126,60.57381342,230658.597,10381.61977,493946.5821,"clear",230684.2018,338851.8463,0.077500001,805772.572,7708.252619,556207.6055,985.5,19,4.4,2,6,4.3,33,0,9,3,3,4.125,2.42,1.15,12,5.3,27.7,5,38.4,33.9,28.9,134.8636322,106,134.8679962,2.9601,2.6264,0.69,0.28,3.419605,3.3633,1,12,1.43,1.34
"ADE",-49.21897826,-5.349694355,26.61666679,27.36666679,25.78333282,1747,318,25,71.79324341,855,95,173,855,10.48333263,74.88095093,63.68720627,34.20000076,20.20000076,14,25.78333282,27.03333282,108,76.49562117,178439.4278,1619.092678,410968.1459,"clear",178452.3424,301519.484,0.02,723972.2578,1732.210842,515582.2932,1013.599976,19,4,0,2,3.7,16,0,10,3,3,7.75,2.51,1.13,11.2,8.5,24.8,4.7,46.4,28.8,29.4,116.9999924,106,106.7789993,6.432,7.812,1.6,0.9,4.56596,5.47479,1,3,1.34,1.24
"ADE",-48.32608275,-6.145646051,25.93333244,26.56666565,25.41666603,1541,280,20,70.73186493,747,82,172,747,11.38333321,71.59329987,46.48231125,34.09999847,18.20000076,15.89999771,25.41666603,25.91666603,154,27.75218996,300274.9069,2039.806521,448323.4812,"clear",300296.8285,412668.1357,0.206500001,852847.205,1492.210949,630659.2197,951,22,4.9,2,6,4.3,33,10,9,3,3,4.375,2.8,1.11,12.5,6.7,25.5,5.1,50.8,23.7,34,206.9999847,111,49.22050095,2.9601,2.6264,0.69,0.28,3.419605,3.01095,1,13,1.43,1.34
"ADE",-48.46706625,-6.426570179,25.54999924,26.26666641,24.96666718,1580,277,23,66.31867981,739,95,205,739,11.44999981,71.11801147,51.21253967,34,17.89999962,16.10000038,24.96666718,25.68333435,230,19.33569597,320669.0805,8459.387819,413377.1505,"clear",320687.5072,437282.5582,0.310499996,855071.7665,7909.293534,659600.7316,951,22,4.9,2,6,4.3,33,49,9,3,3,16.75,2.97,1.24,13.9,6.6,25.7,5,41.8,32.4,28.9,206.9999847,112,49.22050095,2.9601,2.6264,0.69,0.28,3.419605,3.01095,1,13,1.43,1.34
"ADE",-49.82990676,-6.473390867,25.58749962,26.25,24.96666718,1843,286,20,60.00720596,795,108,283,795,11.89166641,72.51015472,50.27763748,34.40000153,18,16.40000153,24.96666718,25.83333397,248,58.60873436,295870.3354,84838.59592,364845.2516,"clear",295868.286,422940.2894,0.085000001,733807.4887,85420.38663,595398.0802,1075,22,4.9,2,6,4.3,33,49,10,3,3,6.875,2.72,1.09,11.5,6.9,27.2,4.8,40.7,32.1,34.3,116.9999924,106,55.2635994,2.9601,2.6264,0.69,0.28,3.09547,3.01095,1,13,1.43,1.34
"ADE",-50.20586277,-6.473390867,25.27083397,25.88333321,24.70000076,1889,287,19,59.28372192,803,109,304,803,11.97499943,73.01830292,46.5860939,34.09999847,17.70000076,16.39999771,24.70000076,25.44999886,283,83.15776352,300855.1323,120774.3364,362881.1155,"clear",300847.1425,426798.0665,0.034,701487.3591,69252.28594,581408.3758,1142.599976,22,4.9,2,6,4.3,33,49,10,3,3,5.625,2.92,1.1,14.5,6.4,26.2,4.8,40,33.8,40.1,350.999939,106,73.09790039,2.9601,2.6264,0.69,0.28,3.09547,3.01095,1,13,1.43,1.34
"ADE",-49.92389576,-5.911542611,25.72083282,26.34999847,25.08333397,1820,303,23,64.38709259,832,107,235,832,11.09166718,75.45352173,50.6080246,33.59999847,18.89999962,14.69999886,25.08333397,25.94999886,205,89.9764109,234320.3091,101633.8095,375200.6254,"clear",234315.7696,361150.0646,0.02,688476.3066,31653.96234,533573.9709,1041.400024,19,4,0,2,3.7,16,0,10,3,3,16,2.89,1.08,11.4,7.4,27.7,4.8,41.6,30.7,30,116.9999924,106,100.4209976,6.432,7.812,1.6,0.9,4.30332,5.47479,1,3,1.34,1.24
"ADE",-50.58181877,-5.817901235,25.33333397,25.76666641,24.85000038,1841,305,20,65.77304077,850,99,337,850,11.05000019,77.27272797,37.739151,32.79999924,18.5,14.29999924,24.85000038,25.36666679,208,131.3697165,243255.4676,157148.816,313070.5367,"clear",243238.1444,364121.9814,0.02,623337.7543,8941.996615,499545.6847,1117.199951,19,4,0,2,3.7,16,0,10,3,3,15.5625,3.01,1.08,13.8,9.1,27.5,4.6,41.1,31.4,32.6,116.9999924,104,81.86460114,6.432,7.812,1.6,0.9,4.56596,5.47479,1,3,1.34,1.24
"ADE",-50.95777477,-6.567032243,24.71249962,25.15000153,24.29999924,1936,295,15,60.41778183,822,103,315,822,11.72500038,75.1602478,34.51780701,32.90000153,17.29999924,15.60000229,24.29999924,24.73333359,311,83.46593399,336380.3176,114223.5804,299878.1706,"clear",336362.491,456142.4131,0.090500003,647520.2877,56366.19966,572030.3889,1141.699951,22,4.9,2,6,4.3,33,0,10,2,3,8.25,3.43,1.12,13.4,4.9,27,4.7,36.7,36.2,49.3,503.8467712,104,112.2020035,3.24,2.6264,0.72,0.28,3.09547,3.77064,1,13,1.43,1.34
"ADE",-51.19274727,-6.567032243,24.84583282,25.33333206,24.41666603,1978,306,17,59.29196167,836,113,327,836,12.375,73.22485352,36.64684677,33.79999924,16.89999962,16.89999962,24.41666603,24.93333435,298,76.1500058,347995.8065,88510.67701,276055.0271,"clear",347986.9983,464886.3567,0.184500001,629611.7493,63782.10143,568378.3173,1181.400024,22,4.9,2,6,4.3,33,0,10,2,3,14.1875,2.73,1.17,13,3.3,30.3,4.9,35.7,34,27.9,503.8467712,104,66.66670227,3.24,2.6264,0.72,0.28,3.09547,3.77064,1,13,1.43,1.34
"ADE",-51.66269227,-6.754314995,25.10416603,25.48333359,24.81666565,1982,321,14,61.97869873,856,105,325,856,12.79166698,72.67992401,29.65395164,34.20000076,16.60000038,17.60000038,24.81666565,25.01666641,217,81.45008704,392744.5768,35772.40237,220124.8063,"clear",392734.3201,504722.4757,0.308999985,604541.3952,8783.996349,559436.5943,1153.199951,24,5.2,0,6,4.7,33,0,11,2,3,4,2.49,1.18,13.8,6,28.7,4.8,39.5,31.8,30.5,503.8467712,104,103.1070023,3.24,3.654,0.72,0.36,4.30332,3.77064,1,17,1.43,1.45
"ADE",-55.8921973,-6.192466739,25.93333244,26.48333359,25.41666603,2439,382,30,62.23601913,1046,118,318,1046,9.933332443,71.98067474,41.35947037,33.09999847,19.29999924,13.79999924,25.41666603,26,243,170.0466771,291299.7419,347418.0393,135285.2142,"clear",291296.0462,621562.8668,0.02,276386.7944,7128.821426,375352.5878,981,16,4.6,28,2,4.9,61,28,12,3,3,9.75,3.95,1.11,18,2.6,33.2,4,29.1,37.8,30.9,45.49999619,104,96.48079681,4.35,4.4849,1,0.43,3.91531,5.298135,1,5,1.45,1.49
"ADE",-51.75668128,-9.282632147,25.66250038,26.20000076,25.29999924,1980,309,7,72.50014496,892,39,331,69,12.1916666,70.88179016,38.91276932,34.59999847,17.39999962,17.19999886,25.46666718,25.48333359,308,80.53530465,649483.2661,28603.59096,180805.6943,"clear",649468.2882,770871.8764,0.138999999,807639.4422,26967.07216,812979.128,913.7999878,22,5.2,6,2,4.7,15,0,10,2,3,4.375,1.86,1.26,15.6,6.2,25.3,5,48.6,26.1,27.9,350.999939,104,128.8059998,5.421,2.6264,1.3,0.28,3.09547,5.298135,1,13,1.35,1.34
"ADE",-62.84738335,-15.65024571,25.40833282,26.89999962,23.25,1133,186,23,63.49751663,515,96,379,119,10.30000019,64.375,149.9974823,32.70000076,16.70000076,16,26.33333397,23.48333359,276,144.4527683,1245705.59,627249.6007,124571.8396,"clear",230227.5753,852232.7746,0.444999993,762910.5592,31949.47329,56810.32682,981.5,8,4.9,1,4,5.5,60,1,8,2,2,6.375,2.42,1.22,11.4,6,31.6,5.5,47.4,20.9,24.2,116.9999924,104,56.43510056,3.8016,5.6322,0.88,0.54,4.687095,4.14666,1,4,1.45,1.49
"ADE",-62.75339435,-15.97799053,24.55833244,26.11666679,22.23333359,1158,190,21,61.62154388,524,98,384,120,10.33333302,64.18219757,162.6182556,31.79999924,15.69999981,16.09999847,25.70000076,22.39999962,379,111.9770313,1282759.465,603527.9311,98842.2931,"white",215671.8046,848405.5348,0.457499996,799341.2873,63069.20346,47083.61658,981.5,8,4.9,1,4,5.5,60,1,8,2,2,7.375,2.38,1.2,11.3,7.9,31.9,5.6,47.8,20.3,26.4,116.9999924,104,56.43510056,3.8016,5.6322,0.88,0.54,4.687095,4.14666,1,4,1.45,1.49
"ADE",-63.17634485,-15.74388709,25.76666641,27.31666756,23.56666756,1230,201,30,61.04498291,550,116,411,138,10.45000076,64.11042786,153.9529724,33.20000076,16.89999962,16.30000114,26.71666718,23.78333282,234,137.2308349,1254501.307,655328.496,95943.74593,"white",224360.5743,815677.388,0.43599999,774580.8878,23997.98303,23063.71529,1025.800049,8,5.8,1,4,5.5,60,1,9,2,2,4.125,2.4,1.28,12.2,5.2,33.5,5.8,41.8,24.7,30.6,69,104,36.14030075,3.8016,5.6322,0.88,0.54,4.62105,4.14666,1,4,1.45,1.49
"ADE",-63.69328435,-15.93116984,25.53750038,27.06666565,23.16666603,1706,273,43,57.92183304,757,163,558,199,10.40833282,63.85480881,168.0655365,32.79999924,16.5,16.29999924,26.79999924,23.25,198,129.2398162,1274902.397,699458.6389,42722.75063,"white",231727.9935,756557.7925,0.361000001,793438.8725,70491.99288,28637.61341,1018.400024,8,6,1,4,6.3,72,1,10,1,2,1.75,2.75,1.21,12.7,4,25,5.3,43.3,31.7,28.1,69,104,36.20299911,2.349,3.696,0.54,0.33,4.18866,3.28809,1,3,1.45,1.6
"ADE",-64.63317436,-15.6970664,25.61666679,27.10000038,23.21666718,2470,384,64,57.26299667,1085,222,784,222,10.51666641,63.73737335,171.1502991,32.79999924,16.29999924,16.5,26.96666718,23.21666718,185,127.0330971,1254581.337,740326.0439,6938.956627,"white",215420.5266,676458.4233,0.0995,731146.5572,50721.60365,10964.93012,1013.299988,8,6,1,4,6.3,72,1,11,1,2,2,4.19,1.16,14.8,1.5,23,5.1,27,50,51,69,112,109.7710037,2.349,3.696,0.54,0.33,4.18866,3.28809,1,3,1.45,1.6
"ADE",-65.85503137,-15.97799053,25.64583397,27.18333244,23.08333397,2849,446,80,57.0675087,1249,270,1111,270,10.5583334,64.38007355,180.4093628,32.70000076,16.29999924,16.40000153,27.11666679,23.08333397,209,179.7041138,1305093.002,617174.1358,117771.4036,"white",244083.7985,546946.9352,0.130999997,730879.0937,141771.0924,32662.82285,1020.799988,28,5.8,1,4,5.7,49,1,12,1,2,1.75,3.74,1.09,16.6,3.3,33.2,5.2,29.6,37.3,56.7,321.8891602,104,70.58529663,2.349,2.94,0.6,0.3,4.18866,4.10517,1,8,1.36,1.4
"ADE",-61.01459783,-13.63695613,25.35000038,26.26666641,23.76666641,1674,305,13,75.29911804,813,56,587,92,11.83333397,70.01972198,104.8158493,32.70000076,15.80000019,16.90000153,25.86666679,24,189,195.8466366,1055991.776,607842.0749,8612.374676,"clear",314291.1953,1128376.013,0.072000001,571564.1653,10066.1674,309639.3458,951.4000244,5,5,0,7,5,60,0,9,2,3,1.875,2.23,1.14,13.1,1.9,17.8,5,60.2,22,24.6,116.9999924,104,111.3239975,3.9474,3.1416,0.94,0.33,3.48768,3.9474,1,6,1.37,1.41
"ADE",-60.82661983,-12.13869411,24.29583359,24.88333321,23.21666718,1748,296,6,73.8491745,857,51,417,84,12.5583334,69.38305664,71.07800293,32.79999924,14.69999981,18.09999847,24.54999924,23.54999924,344,71.05211311,902839.8199,714076.6078,150715.7843,"clear",379538.9566,1235675.754,0.0645,428125.5182,66896.80645,366680.9616,1003.400024,9,5.3,0,35,4.5,56,0,10,3,3,6.25,1.68,1.21,10,2.1,25.8,4.9,59.9,14.3,22.2,209.7156677,104,40.72309875,3.825,4.8195,0.85,0.45,5.25882,4.092255,1,40,1.5,1.49
"ADE",-60.68563633,-11.95141136,24.36666679,24.93333244,23.29999924,1831,305,7,73.72428894,882,52,426,90,12.59999943,69.61325836,70.10814667,32.79999924,14.69999981,18.09999847,24.63333321,23.60000038,316,86.00678163,888547.1587,714749.131,174228.4306,"clear",403006.5348,1260331.216,0.079999998,418366.4728,64551.90014,388463.0231,1027.800049,9,5.3,0,12,4.5,56,0,10,3,3,7.125,1.83,1.15,11.4,3.7,22.2,4.7,56.5,21.3,20.1,193.5914917,104,40.74819946,3.825,4.8195,0.85,0.45,5.25882,4.092255,1,13,1.5,1.49
"ADE",-61.43754834,-11.15545967,24.39583397,24.96666718,23.56666565,2030,380,11,75.37374115,966,56,265,97,12.97499943,69.01596069,59.10153198,33.59999847,14.80000019,18.79999924,24.48333359,23.98333359,258,85.86945756,777940.9794,830990.0438,232172.9284,"clear",391457.533,1251401.473,0.082999997,300062.7873,32388.04159,351050.8065,1036.099976,16,5.4,10,7,5.8,49,14,10,2,3,11.25,2.43,1.15,12.4,11.1,21,4.7,52.4,26.6,24.8,503.8467712,104,84.29949951,2.25,2.9435,0.5,0.29,3.47291,3.272355,1,11,1.5,1.45
"ADE",-61.67252084,-11.15545967,24.20833397,24.78333282,23.41666603,2034,377,12,73.76496887,961,60,281,102,13.03333378,69.32624054,58.30301666,33.5,14.69999981,18.79999924,24.36666679,23.86666679,288,78.86978808,770678.7191,852674.1673,224801.5797,"clear",373788.6347,1232155.864,0.061000001,288464.8842,26123.77845,327895.6047,995.5999756,16,5.4,10,7,5.8,49,14,10,2,3,12.1875,2.06,1.25,11.9,6.6,23.8,5,53.5,22.7,25.7,350.999939,104,52.4280014,2.25,2.9435,0.5,0.29,3.47291,2.68785,1,11,1.5,1.45
"ADE",-62.00148234,-11.15545967,24.5625,25.13333321,23.75,2010,365,11,71.57830048,947,63,305,106,13.09166718,69.26807404,60.1182785,33.90000153,15,18.90000153,24.73333359,24.20000076,193,73.0876399,761875.477,880334.2749,203327.7715,"clear",350686.3737,1205585.291,0.0605,275473.3251,8201.135606,296155.9965,974.7000122,16,5.4,10,7,5.8,49,14,10,2,3,5.75,2.17,1.25,13.8,5.2,20.4,4.9,55.6,24,24.6,350.999939,104,57.75439835,2.25,2.9435,0.5,0.29,3.47291,2.68785,1,11,1.5,1.45
"ADE",-62.00148234,-10.73407347,24.76250076,25.25,24.03333282,2082,363,12,71.30406189,976,62,295,118,13.00833321,69.5632782,54.1095314,34,15.30000019,18.70000076,24.93333435,24.43333244,146,90.44625472,716217.7118,908231.851,243272.7069,"clear",388797.1119,1237952.808,0.059999999,231232.3495,10031.31871,291473.8049,981.7000122,16,5.4,10,7,5.8,49,14,10,3,3,4.625,2.23,1.2,12.3,2.3,20.8,4.7,55.6,23.6,28.3,350.999939,104,53.59030151,2.25,2.9435,0.5,0.29,3.47291,2.68785,1,11,1.5,1.45
"ADE",-61.71951534,-10.73407347,24.66250038,25.21666718,23.91666794,2120,373,13,71.73066711,990,64,293,115,12.95833397,69.29589844,55.64190292,33.90000153,15.19999981,18.70000076,24.79999924,24.35000038,188,110.2689166,724143.6345,882597.4309,259438.6209,"clear",406662.5565,1260154.679,0.046,244125.1697,13934.31303,310451.0987,1002.799988,16,5.4,10,7,5.8,49,14,10,3,3,6.625,2.04,1.22,14.6,3,25.5,4.7,51.5,23,22.3,503.8467712,104,79.98249817,2.25,2.9435,0.5,0.29,3.47291,3.21642,1,11,1.5,1.45
"ADE",-62.37743834,-10.78089416,24.26666641,24.79999924,23.51666641,1932,324,10,69.59324646,902,62,279,116,12.8166666,70.03643036,54.53662109,33.29999924,15,18.29999924,24.39999962,23.91666603,296,64.28975352,712767.3251,938759.6696,221524.4474,"clear",363038.2852,1205155.764,0.067,224828.1742,48587.93497,274233.7252,981.7000122,16,5.1,10,7,4.6,49,14,10,3,3,8,2.32,1.23,13.9,4,24.6,4.9,52.3,23.2,22.9,350.999939,104,53.59030151,2.25,2.9435,0.5,0.29,3.47291,2.68785,1,11,1.49,1.45
"ADE",-62.42443284,-10.40632866,25.03750038,25.55000114,24.33333397,2024,322,10,70.87871552,925,56,270,122,12.60833359,69.65930176,50.77245712,34,15.89999962,18.10000038,25.13333321,24.70000076,141,65.76886339,670828.0585,966959.9851,236510.5072,"clear",397888.8105,1231553.702,0.050000001,182932.8865,61832.75194,235449.9804,966.4000244,16,5.1,10,7,4.6,49,14,10,3,3,6.25,2.19,1.19,13.9,5,21.7,4.5,52.7,25.6,22.8,350.999939,104,55.31259918,2.25,2.9435,0.5,0.29,3.47291,2.68785,1,11,1.49,1.45
"ADE",-61.86049884,-10.40632866,24.52916718,25,23.83333397,2084,343,14,72.83679199,973,56,261,116,12.32499981,70.42858124,50.78734207,33.09999847,15.60000038,17.49999809,24.64999962,24.18333435,210,118.2923518,684829.377,912785.2715,273875.8599,"clear",427787.921,1274599.311,0.046,204702.7188,7847.513487,272896.1319,998.9000244,16,4.6,10,5,4.6,49,14,10,3,3,9.125,2.29,1.21,14.3,5.2,20.8,4.7,51.9,27.2,24.5,350.999939,104,78.01750183,2.409,3.129,0.55,0.3,3.47291,3.21642,1,11,1.46,1.45
"ADE",-62.00148234,-9.984942467,24.83333397,25.29999924,24.16666603,2098,335,12,73.66104889,973,53,247,121,12.19999981,69.71427917,48.21041107,33.40000153,15.89999962,17.50000191,24.91666603,24.45000076,174,127.9817094,635496.3298,937152.2516,229741.5003,"clear",460572.5522,1297472.29,0.044500001,156464.8995,2919.237431,228829.1207,953.5999756,16,4.6,10,5,4.6,49,14,11,3,3,8.5,2,1.12,15,4.4,25.8,4.4,46.3,27.9,25.3,116.9999924,104,75.23190308,2.409,3.129,0.55,0.3,3.47291,3.21642,1,11,1.46,1.45
"ADE",-61.95448784,-9.704018339,25.02083397,25.46666718,24.36666679,2164,366,11,73.17986298,1006,62,254,130,12.04166698,70.00968933,47.5039978,33.40000153,16.20000076,17.20000076,25.08333397,24.61666679,146,145.2990727,606874.4366,939490.6501,209520.5744,"clear",490733.0459,1323888.398,0.035499999,134491.8072,8082.098276,206732.0267,997.5999756,9,4.5,0,3,4.1,24,0,11,3,3,7.125,2.84,1.19,13.6,3.3,35,4.5,44.3,20.7,33.7,116.9999924,104,75.31490326,3.096,3.906,0.8,0.45,3.73212,3.21642,1,3,1.29,1.24
"ADE",-61.90749334,-9.329452835,24.6875,25.11666679,24.13333321,2238,334,21,67.68062592,992,78,304,152,11.6916666,70.43173218,42.00243378,32.79999924,16.20000076,16.59999847,24.70000076,24.33333397,247,160.6295868,568676.0884,945875.8134,179428.2794,"clear",530495.6497,1333385.008,0.021500001,110948.5205,3047.739189,176998.9482,980.5999756,9,4.5,0,3,4.1,24,0,11,3,4,7.5,2.66,1.12,15.8,5,31.7,4.1,44.1,24.2,31.4,116.9999924,104,73.32389832,3.096,3.906,0.8,0.45,3.73212,3.21642,1,3,1.29,1.24
"ADE",-62.18946034,-9.657197651,25.09583282,25.56666565,24.43333435,2249,344,19,70.93490601,1015,65,294,134,12.15833282,69.87548828,48.07465363,33.59999847,16.20000076,17.39999771,25.14999962,24.68333435,142,137.9214238,594926.1847,965758.3761,190305.4357,"clear",484469.3199,1310485.082,0.046,114631.2055,31591.86408,188880.6324,953.5999756,9,4.5,0,1,4.1,24,0,11,3,3,7.75,2.56,1.13,15.1,5.3,37.8,4.7,43.3,18.9,26.5,116.9999924,104,75.23190308,3.096,3.906,0.8,0.45,3.73212,3.21642,1,2,1.29,1.24
"ADE",-61.39055384,-8.065294259,25.54999924,25.98333359,25.18333435,2487,378,20,64.01426697,1095,100,376,199,10.80000019,72,35.86591721,33,18,15,25.36666679,25.35000038,162,146.8561173,457092.9097,938179.3869,162040.4972,"clear",405200.1213,1201874.647,0.006,61637.11119,35151.1501,163418.4283,1037,15,4.3,0,3,3.8,13,0,11,3,4,5,2.83,1.08,19.2,2,27,4,43.3,29.7,34.3,321.8891602,104,147.8549957,6.9888,5.0344,2.08,0.62,4.4352,8.1591,1,3,1.12,1.16
"ADE",-62.18946034,-7.878011507,25.74583244,26.21666718,25.31666565,2151,341,20,63.67412186,919,97,268,213,10.6916666,72.24099731,38.34402466,33.09999847,18.29999924,14.79999924,25.58333397,25.51666641,101,244.6846869,406138.4792,951522.6463,73844.09288,"black",374616.0922,1262397.671,0.0045,42439.49414,72735.65974,74961.52676,992.7999878,5,4.3,0,4,3.8,13,0,12,3,4,4.375,2.73,1.11,19,7.8,26.3,4,48.9,24.8,31,69,104,86.02230072,3.5112,5.0344,0.88,0.62,5.09684,4.91436,1,12,1.33,1.34
"ADE",-62.94137235,-7.737549443,25.89583397,26.43333435,25.43333244,2182,329,21,59.45238495,896,116,312,215,10.35833359,72.43590546,41.31137848,33,18.70000076,14.29999924,25.71666718,25.64999962,58,319.5161517,368366.9914,899810.358,636.5274403,"white",368361.3786,1324615.136,0.0045,36819.15707,34067.19681,242.3550473,1009.200012,43,4.4,0,9,4.3,21,0,12,3,4,2.125,3.04,1.02,18.3,3.7,29.4,4.5,31,39.6,50.3,69,104,101.6969986,2.0898,3.5028,0.54,0.36,4.16808,2.548845,1,12,1.29,1.34
"ADE",-62.94137235,-8.158935635,25.67083359,26.18333435,25.11666679,2224,342,18,63.38495255,953,102,499,194,10.64166641,71.90314484,42.93008423,32.90000153,18.10000038,14.80000114,25.60000038,25.25,71,296.598656,414625.9118,942536.4947,6754.732171,"black",414322.3042,1349047.699,0.005,1535.90204,11644.7633,4274.080719,1016.299988,9,4.4,0,4,4,20,0,12,3,4,4.25,2.9,1.09,16.4,2,22.8,3.9,49,28.2,23.7,69,104,86.00270081,3.096,4.76,0.8,0.5,4.73704,3.87828,1,12,1.33,1.34
"ADE",-63.45831185,-8.627142515,25.54583359,26.03333282,24.91666603,2264,349,19,65.85094452,1008,96,495,185,10.94166756,71.51416016,45.79888153,32.90000153,17.60000038,15.30000114,25.60000038,24.98333359,90,277.9900175,461747.8389,970053.3414,9951.413812,"clear",461747.1264,1300142.325,0.001,59232.32398,3216.576642,9232.534154,1012.5,32,4.4,0,9,4.1,21,0,12,3,4,2.75,2.81,1.13,15.6,2.8,25.7,4.3,47.1,27.2,23.3,116.9999924,104,91.08260345,2.4738,3.906,0.62,0.45,3.73212,3.21642,1,5,1.29,1.33
